customer,email,age,gender,merchant,category,amount,fraud,timestamp
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,2.63,0,2023-01-06 00:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,41.43,0,2023-01-06 08:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,7.69,0,2023-01-06 16:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,9.22,0,2023-01-07 00:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,61.71,0,2023-01-07 08:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,15.88,0,2023-01-07 16:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,21.48,0,2023-01-08 00:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,11.78,0,2023-01-08 08:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,36.19,0,2023-01-08 16:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,51.79,0,2023-01-09 00:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,2.46,0,2023-01-09 08:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,20.04,0,2023-01-09 16:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,16.14,0,2023-01-10 00:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,49.65,0,2023-01-10 08:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,49.04,0,2023-01-10 16:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,18.56,0,2023-01-11 00:04:02.016806722
C1336232196,grahamsharon@example.net,3,F,M348934600,transportation,25.91,0,2023-01-11 08:04:02.016806722
C1337135199,linda17@example.net,2,M,M1198415165,wellnessandbeauty,66.57,0,2023-01-06 00:14:58.919567827
C133764711,tanya65@example.com,2,F,M1198415165,wellnessandbeauty,3.73,0,2023-01-06 00:25:55.822328931
C1337923906,jasoncarlson@example.com,3,F,M348934600,transportation,40.8,0,2023-01-06 00:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M348934600,transportation,47.3,0,2023-01-06 08:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M348934600,transportation,1.12,0,2023-01-06 16:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1600850729,fashion,5.19,0,2023-01-07 00:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M840466850,tech,50.9,0,2023-01-07 08:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,53.83,0,2023-01-07 16:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,62.1,0,2023-01-08 00:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M349281107,fashion,90.24,0,2023-01-08 08:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,12.42,0,2023-01-08 16:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,22.46,0,2023-01-09 00:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,51.12,0,2023-01-09 08:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,39.07,0,2023-01-09 16:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,57.92,0,2023-01-10 00:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1946091778,wellnessandbeauty,8.23,0,2023-01-10 08:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M348934600,transportation,19.46,0,2023-01-10 16:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,3.09,0,2023-01-11 00:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,8.6,0,2023-01-11 08:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,1.95,0,2023-01-11 16:36:52.725090036
C1337923906,jasoncarlson@example.com,3,F,M1823072687,transportation,27.66,0,2023-01-12 00:36:52.725090036
C1337948674,gregg79@example.net,6,F,M348934600,transportation,18.58,0,2023-01-06 00:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,57.83,0,2023-01-06 08:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,42.69,0,2023-01-06 16:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,14.54,0,2023-01-07 00:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,24.57,0,2023-01-07 08:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,21.61,0,2023-01-07 16:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,35.85,0,2023-01-08 00:47:49.627851140
C1337948674,gregg79@example.net,6,F,M348934600,transportation,47.65,0,2023-01-08 08:47:49.627851140
