timestamp,amount,email,age,gender,merchant,category,fraud,session_key
2023-08-01 11:53:58.509,465.7625292066188,XXXXXXXXXX@example.org,2,M,M840466850,food,1,0.0
2023-08-01 11:20:41.415,2666.778610059343,XXXXXXXX@example.com,5,M,M1788569036,fashion,1,1.0
2023-08-01 11:05:43.786,382.76755343915363,XXXXXX@example.org,2,F,M1353266412,sportsandtoys,1,2.0
2023-08-01 12:30:09.660,9277.084124071456,XXXXXXX@example.net,2,F,M692898500,health,1,3.0
2023-08-01 12:03:28.343,5190.3958262053475,XXXXXX@example.org,2,F,M349281107,leisure,1,4.0
2023-08-01 11:29:35.830,828.8924194248835,XXXXXX@example.org,2,M,M840466850,hotelservices,1,5.0
2023-08-01 11:25:30.751,367.7819272035183,XXXXXX@example.com,2,M,M1741626453,hyper,1,6.0
2023-08-01 12:00:14.990,477.50822667837144,XXXXXXXXXXX@example.net,4,F,M1913465890,fashion,1,7.0
2023-08-01 11:12:14.183,471.19234839295524,XXXXXXXXXXXX@example.com,6,F,M1842530320,fashion,1,8.0
2023-08-01 11:59:42.332,8396.148602828092,XXXXXXXX@example.net,5,M,M1053599405,sportsandtoys,1,9.0
2023-08-01 11:56:06.757,710.7338920054201,XXXXXXXXXXXX@example.com,4,F,M1946091778,health,1,10.0
2023-08-01 12:00:41.905,374.84903985537164,XXXXXXXXX@example.net,2,F,M209847108,contents,1,11.0
2023-08-01 12:21:03.371,1065.7882210309838,XXXXXXXXX@example.org,1,F,M840466850,home,1,12.0
2023-08-01 13:17:05.808,1070.362623102932,XXXXXXXXX@example.org,1,F,M840466850,home,1,12.0
2023-08-01 11:52:14.847,529.6809357861334,XXXXXXXXXXXXXX@example.com,2,F,M1888755466,otherservices,1,13.0
2023-08-01 11:55:31.957,558.3549315734639,XXXXXXXXXXXXXX@example.com,2,F,M1888755466,otherservices,1,13.0
2023-08-01 11:17:24.529,543.3711795563097,XXXXXXXXXX@example.com,1,F,M1353266412,home,1,14.0
2023-08-01 11:19:37.016,659.529172118913,XXXXXXXXX@example.org,3,F,M1053599405,fashion,1,15.0
2023-08-01 12:01:06.062,9704.328827066258,XXXXXXXXXXX@example.org,2,M,M209847108,travel,1,16.0
2023-08-01 11:33:52.554,564.980145156766,XXXXXX@example.net,3,M,M1888755466,hyper,1,17.0
2023-08-01 11:52:43.341,675.7346765897676,XXXXXXXXX@example.org,3,M,M1400236507,contents,1,18.0
2023-08-01 11:06:42.109,558.0794512062372,XXXXXX@example.com,5,M,M349281107,hotelservices,1,19.0
2023-08-01 11:43:18.543,764.1298410418674,XXXXXXXXXXXXX@example.net,3,F,M1913465890,home,1,20.0
2023-08-01 13:02:37.626,8669.772601273438,XXXXXX@example.org,2,M,M857378720,leisure,1,21.0
2023-08-01 12:27:47.714,8940.615854482781,XXXXXX@example.org,2,F,M1741626453,contents,1,22.0
2023-08-01 11:33:09.294,374.62722758560466,XXXXXXXXX@example.com,6,M,M840466850,travel,1,23.0
2023-08-01 12:00:17.705,480.7130510326075,XXXXXXXXXX@example.org,2,M,M1788569036,travel,1,24.0
2023-08-01 11:48:11.147,724.2552776152963,XXXXXXXXXXX@example.com,2,M,M1823072687,hotelservices,1,25.0
2023-08-01 11:51:19.580,783.0561752563304,XXXXXXXXXXX@example.com,2,M,M1823072687,hotelservices,1,25.0
2023-08-01 11:58:29.895,667.6926728327287,XXXXXXXXX@example.net,2,F,M495352832,home,1,26.0
2023-08-01 11:59:56.804,640.0937049665756,XXXXXXXXXXXXX@example.com,6,F,M1535107174,fashion,1,27.0
2023-08-01 12:02:50.056,804.161005834862,XXXXXXXXXXXXX@example.com,6,F,M349281107,fashion,1,27.0
2023-08-01 11:07:06.128,519.6487499981304,XXXXXXXXXXXXX@example.net,5,M,M348934600,home,1,28.0
2023-08-01 12:13:36.539,447.76672959328783,XXXXXXXXXX@example.net,3,F,M349281107,food,1,29.0
2023-08-01 11:41:20.102,816.2413256792457,XXXXXXX@example.net,1,M,M1053599405,food,1,30.0
2023-08-01 11:43:53.036,454.51465986285444,XXXXXXXXX@example.net,3,M,M97925176,fashion,1,31.0
2023-08-01 11:18:44.479,801.9491305321295,XXXXXXXX@example.net,2,M,M855959430,travel,1,32.0
2023-08-01 11:59:51.475,654.3428823371249,XXXXXXXX@example.org,3,F,M1913465890,transportation,1,33.0
2023-08-01 12:02:24.095,535.5186206133637,XXXXXXXXX@example.com,6,F,M1913465890,travel,1,34.0
2023-08-01 12:03:01.144,9046.505985720754,XXXXXXX@example.net,4,F,M1741626453,home,1,35.0
2023-08-01 11:06:52.510,677.6406080375799,XXXXXXXXXXXX@example.com,5,F,M1053599405,transportation,1,36.0
2023-08-01 11:19:12.611,290.6395110131337,XXXXXXX@example.net,3,F,M1352454843,otherservices,1,37.0
2023-08-01 11:08:47.967,722.8713903882284,XXXXXXX@example.net,5,M,M1842530320,leisure,1,38.0
2023-08-01 11:46:32.019,385.88068983531275,XXXXXXXXXXX@example.org,6,M,M1913465890,home,1,39.0
2023-08-01 11:20:55.020,592.0274977994723,XXXXXX@example.net,3,M,M1535107174,home,1,40.0
