"timestamp","amount","email","age","gender","merchant","category","fraud","session_key"
2023-01-11 05:58:42.448,280.7669905809243,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-11 11:17:37.207,279.94870574304827,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-11 17:41:26.922,275.30518484911033,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-12 01:18:53.171,266.46079511319164,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-12 09:44:40.843,259.75006609165723,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-12 18:28:50.848,254.00210622759522,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-13 03:22:58.813,249.97881577344629,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-13 12:21:32.138,246.43618265966194,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-13 21:22:57.461,245.40739536949386,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-14 06:24:17.847,243.75862320054537,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-14 15:22:54.255,242.92528358391155,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-15 00:16:35.124,243.64730850641786,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-15 09:03:27.549,244.07209127267265,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-15 17:38:49.812,243.33788274627827,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-16 01:54:12.959,240.8939462528785,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-16 09:36:59.628,238.89823415740025,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-16 16:38:50.627,238.5394884131495,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-16 22:45:20.241,234.5527487706647,"XXXXXXXXexample.org","6","F","M348934600","transportation",0,0
2023-01-05 20:35:42.779,56.40532996938856,"XXXXXXXXexample.org","3","F","M348934600","hyper",0,1
2023-01-06 01:06:27.300,57.41901525752797,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-06 06:15:01.704,55.84965374089783,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-06 12:08:53.694,48.41503919998427,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-06 18:37:05.309,38.63937822827276,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-07 01:22:01.179,33.14914408738667,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-07 08:14:11.480,29.38489216334421,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-07 15:08:38.934,26.42539088774248,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-07 22:03:29.252,25.39803918500928,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-08 04:57:08.967,25.445149120043048,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-08 11:48:32.257,26.70706825391071,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-08 18:36:44.907,27.891106769436654,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-09 01:20:13.007,28.617013444809633,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-09 07:54:36.051,24.419034667007004,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-09 14:16:13.677,21.26985640157304,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-09 20:16:41.811,17.030344757028033,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-10 01:48:03.448,13.445885992221815,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-10 06:49:00.686,10.975150292595432,"XXXXXXXXexample.org","3","F","M348934600","transportation",0,1
2023-01-05 02:40:00.127,43.346744984445735,"XXXXXXXXexample.com","5","M","M348934600","fashion",0,2
2023-01-05 06:47:41.116,46.88011289248267,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-05 11:27:28.274,44.496999971981346,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-05 16:40:12.799,39.1139532113475,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-05 22:22:48.675,30.100853617869042,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-06 04:20:16.257,24.276968178879912,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-06 10:25:04.793,23.9207347126402,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-06 16:32:05.559,19.830538328302964,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-06 22:38:34.314,17.22220818430219,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-07 04:42:52.575,15.308305683303194,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-07 10:42:02.481,12.34620240547576,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-07 16:34:23.548,12.063235844012404,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-07 22:12:46.131,7.3058785332817475,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-08 03:34:06.935,6.123724226264067,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-08 08:27:09.156,3.049909578833703,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-08 12:48:02.068,1.9220762003137613,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,2
2023-01-03 00:19:50.004,-0.3058799413714554,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-03 08:09:09.871,-8.887821627025822,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-03 17:00:06.563,-91.39231598198725,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-04 02:39:25.795,-184.18302097949427,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-04 12:41:21.570,-230.18596698651103,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-04 22:51:02.967,-267.44626107240134,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-05 09:03:31.741,-309.9158486160353,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-05 19:16:52.961,-327.793294499708,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-06 05:28:39.025,-350.77584041624607,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-06 15:37:23.169,-339.4069701761081,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-07 01:41:22.617,-339.2622780741198,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-07 11:38:22.277,-340.1034567537204,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-07 21:23:39.072,-355.6013031282455,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-08 06:47:34.965,-401.14916791840835,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-08 15:41:12.786,-437.0038707910939,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-08 23:49:13.465,-496.3227213860998,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-09 07:07:56.685,-517.5036806291091,"XXXXXXXX@example.org","2","F","M348934600","transportation",0,3
2023-01-17 11:43:40.258,104.62094122297832,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-17 18:52:39.256,104.82557854502656,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-18 02:55:38.979,102.67570135942077,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-18 11:56:19.848,98.01608677476558,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-18 21:29:45.787,91.633975050658,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-19 07:18:08.863,89.13993466685041,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-19 17:05:41.979,87.70991013329028,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-20 02:35:38.965,85.86661586691687,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-20 11:35:36.479,83.70677457115458,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-20 19:53:40.528,82.54863329738136,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-21 03:19:24.250,81.60249617591427,"XXXXXXXXample.org","3","M","M348934600","transportation",0,4
2023-01-14 17:18:14.728,3692.3677301556836,"XXXXXXXXexample.com","1","F","M1823072687","transportation",0,5
2023-01-14 21:01:55.066,3696.323302439385,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-15 01:18:05.556,3687.1355428562156,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-15 06:03:44.241,3671.57196168862,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-15 11:07:45.659,3658.8596082811437,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-15 16:19:58.059,3651.9210364222486,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-15 21:35:25.402,3647.156095054214,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-16 02:50:42.592,3644.9718865506757,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-16 08:04:56.906,3643.074191076244,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-16 13:16:14.831,3643.2383013872195,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-16 18:22:53.316,3642.126401140296,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-16 23:23:37.532,3642.308645187291,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-17 04:15:05.837,3639.9198276956668,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-17 08:51:21.168,3633.9622909554223,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-17 13:08:11.790,3630.7275346784927,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-17 17:03:00.870,3628.5146144262567,"XXXXXXXXexample.com","1","F","M348934600","transportation",0,5
2023-01-02 14:35:23.486,223.9972521482308,"XXXXXXXXxample.com","2","M","M1842530320","wellnessandbeauty",0,6
2023-01-02 20:16:20.288,220.58017626707255,"XXXXXXXXxample.com","2","M","M1823072687","transportation",0,6
2023-01-03 02:46:47.678,219.93835534783543,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-03 10:17:39.829,215.20813252855464,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-03 18:37:36.715,209.54081112185395,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-04 03:22:32.698,202.1838788615444,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-04 12:17:23.478,197.99717700082886,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-04 21:16:31.180,194.92263983735396,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-05 06:15:58.208,192.62484992268566,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-05 15:13:17.739,191.64186920527496,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-06 00:07:29.995,192.34307810997566,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-06 08:57:17.995,191.96463081711215,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-06 17:41:33.511,193.77885443792945,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-07 02:15:48.819,192.86789865327086,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-07 10:32:32.623,190.6286089265735,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-07 18:21:04.500,187.63163126319833,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-08 01:28:02.101,185.3500672644057,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-08 07:47:33.342,183.5727344628029,"XXXXXXXXxample.com","2","M","M348934600","transportation",0,6
2023-01-03 16:30:43.574,274.98916672035534,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-03 20:59:55.306,269.5823666544669,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-04 02:01:37.254,264.09124471608817,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-04 07:36:10.096,257.4678976349973,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-04 13:38:30.831,255.51536649841532,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-04 19:58:39.779,252.00452409059,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-05 02:26:40.985,248.81583883673457,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-05 08:54:22.609,248.6773424278863,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-05 15:17:00.193,247.29857403254354,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-05 21:27:29.824,244.76995676979476,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-06 03:15:10.815,241.25512871790684,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-06 08:31:02.163,237.20705549119802,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-06 13:11:44.151,235.56251452732076,"XXXXXXXXample.com","2","M","M348934600","transportation",0,7
2023-01-02 09:01:36.308,477.28470565477994,"XXXXXXXX@example.com","2","M","M2011752106","fashion",1,8
2023-01-17 18:09:25.343,314.25246417474835,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-18 01:33:06.588,301.33334839803405,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-18 09:49:31.169,286.4626459501553,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-18 18:44:11.955,272.5715619228004,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-19 03:55:16.971,267.3245465162747,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-19 13:14:14.750,262.80605395432895,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-19 22:35:18.000,258.17577446554685,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-20 07:55:45.915,252.44545721548704,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-20 17:14:34.417,252.6120231365487,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-21 02:30:33.634,253.07194001634107,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-21 11:43:23.020,252.90189846254236,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-21 20:50:41.293,252.79065932564828,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-22 05:49:02.588,248.14132052473744,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-22 14:34:47.103,241.341528414316,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-22 23:02:08.859,236.2011431534461,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-23 07:03:47.908,230.64058411755974,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-23 14:30:15.943,226.14107531050928,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-23 21:13:22.173,222.94353097103604,"XXXXXXXXxample.net","3","M","M348934600","transportation",0,9
2023-01-11 06:29:21.090,341.4149306903031,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-11 15:36:04.384,322.1540696414327,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-12 01:47:14.887,296.8711081963651,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-12 12:59:12.892,270.5100961449434,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-13 00:58:05.382,238.40084088983443,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-13 13:19:13.150,217.46668934977262,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-14 01:50:52.151,206.32694641996324,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-14 14:25:31.246,205.41538617743734,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-15 02:58:35.027,190.0788922748683,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-15 15:27:45.026,179.12853355061168,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-16 03:50:00.738,166.89305962182925,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-16 16:01:38.706,162.69290857356594,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-17 03:56:37.290,151.51897599563665,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-17 15:22:18.329,131.87299972805394,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-18 02:05:27.059,113.36585986110715,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-18 11:57:41.747,103.64069945527888,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-18 20:58:44.102,95.40244873511746,"XXXXXXXXexample.com","5","M","M348934600","transportation",0,10
2023-01-06 20:45:05.844,175.68839382395373,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-07 05:09:43.554,178.87481236080671,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-07 14:28:35.592,176.7702600705953,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-08 00:37:12.966,167.7695046401259,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-08 11:22:06.293,156.5550167171615,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-08 22:24:13.618,146.03899874918653,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-09 09:32:11.558,134.55316591172328,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-09 20:37:53.968,128.27445426154307,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-10 07:33:20.031,122.54419367940835,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-10 18:14:30.239,122.45093716406684,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-11 04:31:32.311,119.03218013446511,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-11 14:12:38.790,114.23678920136456,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
2023-01-11 23:04:39.979,110.79936953510952,"XXXXXXXX@example.org","6","F","M348934600","transportation",0,11
